CompanyID,CompanyName,Industry,Region,Revenue_2025_Actual,Revenue_2026_Predicted,Growth_Percent
44,Company_44,Healthcare,Oceania,11371.6,12579.217058013044,10.619587903312144
45,Company_45,Retail,Africa,662.3,706.5110657162159,6.675383620144331
46,Company_46,Healthcare,Middle East,12120.4,12641.524216507041,4.2995628568945055
47,Company_47,Consumer Goods,Africa,296.1,222.70130108920694,-24.78848325254748
48,Company_48,Technology,Latin America,4740.9,4396.320746872789,-7.268224453736863
49,Company_49,Retail,Middle East,656.1,549.1011399954969,-16.308315806203804
50,Company_50,Consumer Goods,North America,2316.1,2060.1632900116438,-11.050330727876869
51,Company_51,Transportation,Middle East,299.0,214.57173848865932,-28.236876759645714
52,Company_52,Consumer Goods,Oceania,2495.3,2269.739161298283,-9.039427672092227
53,Company_53,Utilities,North America,656.7,755.0545592457738,14.977091403346087
54,Company_54,Healthcare,Oceania,13316.3,11534.857747395468,-13.377907170944864
55,Company_55,Finance,Latin America,625.3,375.831844705378,-39.89575488479481
56,Company_56,Utilities,North America,774.0,764.627282935151,-1.210945357215631
57,Company_57,Utilities,Middle East,1102.7,1161.2233941426603,5.307281594509859
58,Company_58,Transportation,Oceania,742.1,714.1289327636359,-3.769177635947189
59,Company_59,Utilities,Africa,657.1,646.5737122184373,-1.6019308752948866
60,Company_60,Manufacturing,Middle East,1335.2,1135.8643815818505,-14.9292704027973
61,Company_61,Consumer Goods,Oceania,3061.3,3015.550082322223,-1.4944604474496903
62,Company_62,Technology,Asia,10231.1,9075.607612904922,-11.293921348584988
63,Company_63,Consumer Goods,Europe,1282.8,1332.0921672860204,3.8425450020284115
64,Company_64,Consumer Goods,Asia,2299.3,1992.593319957883,-13.339132781373337
65,Company_65,Transportation,Europe,814.4,920.1386447099039,12.983625332748522
66,Company_66,Consumer Goods,Middle East,1995.3,2027.5431652337902,1.6159557577201549
67,Company_67,Manufacturing,Middle East,462.2,472.47699462841047,2.2234951597599477
68,Company_68,Manufacturing,Middle East,6162.4,6163.253382954172,0.013848223973971958
69,Company_69,Energy,North America,10995.3,10417.836893218446,-5.251908604417829
70,Company_70,Retail,Africa,2379.3,2409.5130556602326,1.2698295994717934
71,Company_71,Consumer Goods,Latin America,4797.4,3985.0257949707666,-16.93363499039549
72,Company_72,Utilities,Latin America,705.0,571.8787978481132,-18.882440021544227
73,Company_73,Transportation,Asia,2043.7,1896.547600522571,-7.200293559594318
74,Company_74,Energy,Europe,3541.1,2816.9981001840315,-20.448501872750512
75,Company_75,Technology,North America,5019.2,4449.6437385491845,-11.347550634579521
76,Company_76,Technology,North America,22155.4,17811.602830316835,-19.606042633774006
77,Company_77,Utilities,Africa,422.1,363.3013132528549,-13.930037135073464
78,Company_78,Technology,Latin America,6942.5,8597.301572123835,23.83581666725006
79,Company_79,Healthcare,North America,10727.6,10556.493774715433,-1.5950093710109223
80,Company_80,Utilities,Europe,1519.0,1508.7309267210767,-0.6760416905150306
81,Company_81,Healthcare,Europe,5215.9,6567.787356430572,25.918582726481954
82,Company_82,Technology,Middle East,6096.2,6147.667417567945,0.8442540856262202
83,Company_83,Healthcare,Oceania,3696.9,4065.806737155199,9.978812982639473
84,Company_84,Consumer Goods,Middle East,4337.2,3609.18598995323,-16.785345615760626
85,Company_85,Manufacturing,Asia,2382.0,2235.723092095227,-6.14092812362607
86,Company_86,Finance,Asia,3293.6,3300.3927253976326,0.20624014445083477
87,Company_87,Technology,Oceania,58549.7,56229.82053344714,-3.962239715238259
88,Company_88,Manufacturing,North America,1624.2,1472.5771340112315,-9.335233714368217
89,Company_89,Utilities,Europe,1668.6,1517.6562097436454,-9.046133900057205
90,Company_90,Energy,Africa,6572.5,7833.174519275752,19.181050122111092
91,Company_91,Manufacturing,Europe,2792.0,3274.2930066604513,17.274104823082066
92,Company_92,Healthcare,Asia,2801.1,2694.6618094733676,-3.7998711408601014
93,Company_93,Retail,Latin America,502.4,408.12146663643944,-18.765631640836094
94,Company_94,Utilities,North America,275.3,335.0212934729652,21.693168715207122
95,Company_95,Retail,North America,1350.4,1442.3026957862148,6.805590623979171
96,Company_96,Manufacturing,Middle East,2353.3,2178.0607986808973,-7.446530460166698
97,Company_97,Consumer Goods,Middle East,2594.3,2316.347885980047,-10.713954208069733
98,Company_98,Energy,North America,22508.4,20153.83125297874,-10.46084460477538
99,Company_99,Healthcare,Asia,10538.8,10143.042556996847,-3.7552419915279986
100,Company_100,Manufacturing,North America,1664.3,1586.7568681795428,-4.659203978877433
101,Company_101,Energy,Oceania,2230.7,2919.301508963834,30.869301518081055
102,Company_102,Retail,Africa,1463.2,1529.0168419073352,4.498143924776871
103,Company_103,Retail,Africa,1304.8,1070.2863345263586,-17.973150327532295
104,Company_104,Technology,Europe,9998.8,9392.584934947097,-6.06287819591253
105,Company_105,Finance,Africa,38918.8,41998.35466621099,7.912768806363466
106,Company_106,Manufacturing,Europe,3263.0,3087.205256637186,-5.387518950745148
107,Company_107,Finance,Asia,17816.2,15344.518966439966,-13.87322231205327
108,Company_108,Healthcare,North America,23168.0,21827.24813291763,-5.7870850616469705
109,Company_109,Energy,Africa,4129.6,5554.695465818308,34.50928578599155
110,Company_110,Healthcare,Middle East,4373.5,4102.908480435974,-6.187070299851981
111,Company_111,Finance,Africa,1068.0,797.7304263601163,-25.306139853921692
112,Company_112,Retail,Europe,593.1,668.2798525354974,12.675746507418207
113,Company_113,Manufacturing,Latin America,6715.5,5868.574968600597,-12.611496260880106
114,Company_114,Energy,North America,754.7,1022.5801164044206,35.494914059152045
115,Company_115,Consumer Goods,Europe,337.0,391.4007628473237,16.142659598612365
116,Company_116,Retail,Asia,386.8,335.446664944875,-13.27645683948423
117,Company_117,Retail,Asia,1302.8,1125.6919540359077,-13.59441556371602
118,Company_118,Retail,Asia,1054.9,952.7576379208367,-9.68265826895093
119,Company_119,Consumer Goods,Middle East,1091.5,1005.7079887848977,-7.860010189198563
120,Company_120,Consumer Goods,Asia,3631.9,3509.96602187835,-3.357305490835374
121,Company_121,Retail,Oceania,763.9,752.8689680619655,-1.444041358559303
122,Company_122,Energy,Europe,9315.1,8168.779889903897,-12.306041911478172
123,Company_123,Technology,Middle East,137883.0,106370.90009780902,-22.8542314151788
124,Company_124,Manufacturing,Africa,1321.9,1218.2373121385262,-7.841946278952555
125,Company_125,Finance,Middle East,5626.2,5847.299182345543,3.929813770316436
126,Company_126,Manufacturing,Oceania,4331.6,3730.380500571082,-13.879848079899308
127,Company_127,Consumer Goods,Asia,3575.1,3006.905466518505,-15.893108821613241
128,Company_128,Utilities,Africa,713.5,656.0506914313564,-8.051760135759435
129,Company_129,Healthcare,Africa,2423.2,2234.040720072284,-7.806176953108119
130,Company_130,Manufacturing,Asia,1816.2,2225.753223663759,22.550006808928472
131,Company_131,Finance,Latin America,36281.3,36477.56739641659,0.540960209299523
132,Company_132,Consumer Goods,Oceania,749.5,767.0881479916598,2.3466508327764846
133,Company_133,Consumer Goods,Europe,840.5,971.3217042952774,15.564747685339372
134,Company_134,Healthcare,Asia,9486.5,10168.085474344127,7.184793910758729
135,Company_135,Transportation,Asia,1673.3,1620.1299357074395,-3.1775571799773195
136,Company_136,Manufacturing,Latin America,1033.5,1104.2506697558056,6.845734857842823
137,Company_137,Manufacturing,Oceania,879.9,776.2330089024672,-11.7816787245747
138,Company_138,Energy,Latin America,4835.0,5792.207909430957,19.797474858964996
139,Company_139,Retail,Europe,1162.0,1264.308634890509,8.804529680766695
140,Company_140,Manufacturing,Europe,959.4,856.5299873811618,-10.72232776931813
141,Company_141,Energy,Africa,7528.4,6862.770198866567,-8.841583884137838
142,Company_142,Finance,North America,2921.6,2789.2263058014123,-4.53086302706009
143,Company_143,Consumer Goods,Oceania,1370.7,1286.2725362599422,-6.159441434307863
144,Company_144,Utilities,Oceania,1779.3,1545.7576556729528,-13.125518143486046
145,Company_145,Energy,Middle East,9456.7,6917.854718069508,-26.847053220790475
146,Company_146,Consumer Goods,Africa,1017.1,1180.21494744734,16.037257639105288
147,Company_147,Energy,Latin America,5877.7,6652.833678857782,13.18770401445773
148,Company_148,Healthcare,Middle East,19327.6,18017.693179696544,-6.777389951693201
149,Company_149,Technology,Africa,26430.6,23462.388772352137,-11.230207515712326
150,Company_150,Manufacturing,North America,2485.5,2745.912181736412,10.47725535048932
151,Company_151,Healthcare,Latin America,14651.3,12642.498116481634,-13.710741596434206
152,Company_152,Technology,Latin America,22132.7,27625.991276977027,24.819797299818937
153,Company_153,Consumer Goods,Oceania,1132.2,946.1186112467476,-16.43538144791136
154,Company_154,Manufacturing,Asia,3573.5,3928.5962502466573,9.936931586586184
155,Company_155,Finance,Latin America,8538.9,7492.07458696482,-12.259487908690577
156,Company_156,Technology,Asia,8293.8,8945.299162791995,7.855255284573963
157,Company_157,Consumer Goods,Europe,6055.5,6240.154470131933,3.0493678495901677
158,Company_158,Energy,Oceania,15874.9,15278.04536242853,-3.7597379358072835
159,Company_159,Consumer Goods,North America,1508.5,1490.611472089793,-1.185848717945436
160,Company_160,Utilities,Latin America,1715.1,1694.0575381701938,-1.2268941653434868
161,Company_161,Technology,Europe,4883.4,4995.071358355357,2.286754276843129
162,Company_162,Technology,North America,70943.6,64255.50127943646,-9.42734611799168
163,Company_163,Energy,Asia,1893.8,2007.8660300242009,6.023129687622818
164,Company_164,Retail,Oceania,698.8,607.0114386558289,-13.135169053258593
165,Company_165,Manufacturing,Latin America,3270.8,3349.8892437778195,2.4180397388351262
166,Company_166,Energy,Latin America,896.5,801.3433000167324,-10.614244281457621
167,Company_167,Energy,North America,20645.2,13735.699434454258,-33.467830612179796
168,Company_168,Healthcare,North America,2673.6,2733.398333060639,2.236622271867105
169,Company_169,Consumer Goods,Latin America,1570.1,1159.0080907484962,-26.182530364403778
170,Company_170,Energy,Europe,443.9,406.96903590749116,-8.319658502480022
171,Company_171,Utilities,Oceania,899.6,784.8735709092462,-12.753049031875708
172,Company_172,Energy,Asia,7392.3,7927.315717351059,7.237473010444094
173,Company_173,Transportation,Europe,1023.4,1148.484644316758,12.222458893566353
174,Company_174,Transportation,Africa,223.6,268.5496489261377,20.102705244247634
175,Company_175,Finance,Latin America,11141.7,9911.41349356231,-11.042179437946551
176,Company_176,Healthcare,Oceania,3654.2,3537.82049070844,-3.1848149880017456
177,Company_177,Manufacturing,North America,2639.9,2704.6545106413214,2.4529152862351338
178,Company_178,Transportation,Latin America,6860.0,5975.653046229509,-12.891355011231653
179,Company_179,Finance,Europe,2534.0,2028.0120849232017,-19.967952449755263
180,Company_180,Utilities,Latin America,1366.7,1306.2341341775527,-4.424223737648885
181,Company_181,Finance,Oceania,3865.3,3009.483403864693,-22.141013534145007
182,Company_182,Manufacturing,North America,3164.3,3442.9308409876467,8.80544957771534
183,Company_183,Retail,Europe,791.8,768.0584983496801,-2.998421526941126
184,Company_184,Utilities,Europe,1046.7,1026.377060951273,-1.9416202396796594
185,Company_185,Transportation,Latin America,793.8,725.2197465030958,-8.639487716919136
186,Company_186,Manufacturing,Middle East,2602.3,3808.242585584794,46.341412811159124
187,Company_187,Utilities,Africa,3806.3,3771.2764297598314,-0.9201473935362093
188,Company_188,Consumer Goods,Oceania,6856.4,5935.150978004258,-13.436337173965079
189,Company_189,Healthcare,Asia,2345.5,2616.017796082997,11.533480967085778
190,Company_190,Technology,North America,6410.6,5587.072255425972,-12.846344251302973
191,Company_191,Manufacturing,Oceania,1004.8,921.5419209501915,-8.28603493728189
192,Company_192,Consumer Goods,Asia,744.9,634.7739844321914,-14.783999941979948
193,Company_193,Manufacturing,Asia,3522.6,3122.113761568482,-11.369052359947707
194,Company_194,Manufacturing,Oceania,1137.5,1088.5498960139967,-4.30330584492337
195,Company_195,Transportation,Middle East,1703.0,1858.51987867951,9.13211266468056
196,Company_196,Healthcare,Oceania,9441.1,9086.832881726094,-3.7523923936184005
197,Company_197,Energy,Latin America,4374.2,4004.6479961279547,-8.448447804673886
198,Company_198,Manufacturing,North America,370.0,414.45235170282376,12.014149108871287
199,Company_199,Retail,Latin America,743.0,635.7467739772819,-14.435158280311988
200,Company_200,Consumer Goods,Asia,5837.6,5450.690141811456,-6.627892596076205
201,Company_201,Utilities,Europe,2181.4,2267.6816029762194,3.9553315749619213
202,Company_202,Utilities,Latin America,1757.2,1713.1481063126694,-2.506936813528948
203,Company_203,Energy,Oceania,3137.3,3455.751690617617,10.150501724974239
204,Company_204,Retail,Middle East,1091.4,926.1104477370773,-15.14472716354433
205,Company_205,Energy,Asia,24003.0,23172.455374157915,-3.460170086414553
206,Company_206,Manufacturing,North America,904.7,928.6837281797107,2.6510144998022134
207,Company_207,Consumer Goods,North America,2020.3,2363.2886513386748,16.97711485119412
208,Company_208,Manufacturing,Middle East,22083.6,21213.074329453582,-3.941955435465306
209,Company_209,Consumer Goods,North America,1890.3,1820.490624071449,-3.693031578508752
210,Company_210,Retail,Oceania,1275.6,1267.7821164357638,-0.6128789247598093
211,Company_211,Consumer Goods,Oceania,1526.2,1609.489674098395,5.4573236861744805
212,Company_212,Consumer Goods,Asia,1114.5,1101.1112063997089,-1.2013273755308334
213,Company_213,Technology,Europe,57751.7,64628.00287381826,11.906667464019694
214,Company_214,Utilities,Asia,4660.7,4519.374032903508,-3.032290580738767
215,Company_215,Utilities,North America,1104.4,1230.8928095641777,11.453532195235203
216,Company_216,Transportation,Asia,3973.8,3193.9707385093334,-19.624270509101283
217,Company_217,Manufacturing,Oceania,3197.6,3533.821476644149,10.514807250567578
218,Company_218,Utilities,Middle East,819.6,964.7384706654029,17.70845176493447
219,Company_219,Transportation,Middle East,716.5,803.960710455025,12.206658821357298
220,Company_220,Transportation,Oceania,178.5,152.5913564419725,-14.514646250995803
221,Company_221,Healthcare,Middle East,7864.2,6012.468021763454,-23.54634900227036
222,Company_222,Technology,Asia,24496.5,25417.19121519584,3.758460250222843
223,Company_223,Transportation,Latin America,216.4,181.46298432983986,-16.144646797671047
224,Company_224,Manufacturing,Europe,2588.3,2310.903641697949,-10.71731863779513
225,Company_225,Retail,Europe,1543.7,1380.7533055527874,-10.555593343733408
226,Company_226,Healthcare,Middle East,2743.9,2972.081560177192,8.315957585086622
227,Company_227,Transportation,Asia,1350.3,1298.37945374007,-3.8451119203088213
228,Company_228,Finance,Africa,3857.0,3464.875899603012,-10.166556919807832
229,Company_229,Finance,Africa,2847.5,2975.6487169839074,4.500393923930024
230,Company_230,Transportation,Europe,549.4,598.2782800928362,8.896665470119446
231,Company_231,Technology,Europe,4959.3,4906.727423623432,-1.060080583480906
232,Company_232,Manufacturing,Asia,1257.4,1456.3372457594724,15.821317461386371
233,Company_233,Transportation,Africa,1426.5,1564.0952196018907,9.645651566904359
234,Company_234,Utilities,Asia,629.2,503.83614651465996,-19.924325093029253
235,Company_235,Healthcare,Middle East,647.8,630.9889484232717,-2.595099039322049
236,Company_236,Retail,Asia,2071.9,1750.3118477744865,-15.521412820382913
237,Company_237,Finance,Asia,2768.8,2960.7578525714252,6.932889792380275
238,Company_238,Retail,Middle East,946.4,787.6617029229274,-16.772854720738863
239,Company_239,Manufacturing,Latin America,801.6,843.2045028016455,5.190182485235215
240,Company_240,Transportation,Oceania,4040.5,3478.5626353934676,-13.90761946804931
241,Company_241,Finance,Asia,8630.6,9993.916431943053,15.796311171216978
242,Company_242,Finance,Latin America,419.9,46.19611958515179,-88.99830445697742
243,Company_243,Transportation,Asia,766.7,713.7014619681195,-6.912552241017421
244,Company_244,Energy,Europe,13969.7,14652.666523089396,4.888913313023151
245,Company_245,Finance,Oceania,4420.6,3266.0798956166855,-26.116819083004906
246,Company_246,Consumer Goods,Oceania,3709.3,3944.4164210347644,6.338565795022355
247,Company_247,Consumer Goods,Asia,806.5,805.7127291382612,-0.09761572991181172
248,Company_248,Energy,Latin America,12545.4,12027.993243255118,-4.124274688291182
249,Company_249,Healthcare,Asia,1214.3,1212.4696988931428,-0.15072890610698986
250,Company_250,Manufacturing,Middle East,3429.0,3107.873809244911,-9.36500993744791
251,Company_251,Transportation,Asia,1020.4,924.6520707783056,-9.38337213070309
252,Company_252,Consumer Goods,North America,1828.9,1777.656891976596,-2.801854011887153
253,Company_253,Technology,Oceania,3360.5,2835.367063360678,-15.626631056072668
254,Company_254,Retail,Asia,1274.3,1142.868876059677,-10.313986026863613
255,Company_255,Consumer Goods,Oceania,3439.4,3225.1622899791,-6.228926848313661
256,Company_256,Manufacturing,Middle East,919.1,872.8957142018535,-5.027122815596403
257,Company_257,Finance,Latin America,2922.7,2461.6407378059666,-15.775114181887748
258,Company_258,Healthcare,Latin America,10126.6,7616.080285004273,-24.791338800739908
259,Company_259,Healthcare,North America,405.0,367.16286359629976,-9.342502815728455
260,Company_260,Consumer Goods,Latin America,3595.0,3037.641360310963,-15.503717376607423
261,Company_261,Utilities,Asia,781.4,748.8006485290744,-4.171915980410241
262,Company_262,Transportation,Oceania,1780.7,1333.3820971875257,-25.120340473548286
263,Company_263,Utilities,Africa,1563.4,1526.7913342188913,-2.3416058450242296
264,Company_264,Consumer Goods,Middle East,3492.0,3152.6255053021778,-9.718628141403844
265,Company_265,Manufacturing,Middle East,481.0,624.5682406694377,29.84786708304319
266,Company_266,Technology,Oceania,11051.7,10973.367638576816,-0.7087811053791264
267,Company_267,Retail,North America,1940.9,2234.503706007871,15.127193879533776
268,Company_268,Technology,Europe,8550.5,7375.381978141018,-13.743266731290351
269,Company_269,Healthcare,Latin America,428.5,390.8413184238234,-8.788490449516127
270,Company_270,Manufacturing,Asia,7241.8,7256.688479979053,0.20559087490752362
271,Company_271,Healthcare,Europe,7882.9,8254.669073633957,4.71614600761087
272,Company_272,Energy,Oceania,4521.2,4259.24723846358,-5.793876880837378
273,Company_273,Transportation,Latin America,409.5,352.72370018232596,-13.864786280262281
274,Company_274,Transportation,Asia,1122.8,1031.095965466713,-8.167441622131
275,Company_275,Healthcare,Middle East,6855.6,5509.35155033881,-19.63720826275148
276,Company_276,Transportation,North America,975.9,1083.269113707076,11.002061041815356
277,Company_277,Transportation,Middle East,769.7,748.6384899776622,-2.736327143346482
278,Company_278,Utilities,Europe,1968.6,2080.468660392685,5.682650634597424
279,Company_279,Consumer Goods,Africa,2146.8,2021.455822675539,-5.838651822454875
280,Company_280,Transportation,Africa,506.5,369.9154991983596,-26.96633776932683
281,Company_281,Healthcare,Middle East,1384.6,1462.3718762028166,5.616920135982714
282,Company_282,Transportation,Latin America,2359.5,2047.3271019996164,-13.230468234811765
283,Company_283,Retail,Asia,953.5,885.458696792477,-7.135952093080547
284,Company_284,Retail,Asia,538.9,581.6518411668212,7.933167780074456
285,Company_285,Energy,Latin America,37684.0,30760.245310774062,-18.373194695960986
286,Company_286,Transportation,North America,1486.7,1529.452449316469,2.87566081364559
287,Company_287,Transportation,Africa,271.6,260.8184743085694,-3.969633907006849
288,Company_288,Technology,Asia,54400.6,46200.44824450553,-15.073642120664967
289,Company_289,Healthcare,Asia,2441.1,2904.2100997832913,18.97136945570814
290,Company_290,Transportation,Africa,2844.3,3096.527119637889,8.867809993245746
291,Company_291,Technology,Oceania,25251.7,21003.873333247007,-16.82194334145025
292,Company_292,Utilities,Asia,1296.9,1100.2274932266919,-15.164816622199723
293,Company_293,Finance,North America,9677.8,9708.074251249867,0.31282162526470925
294,Company_294,Healthcare,Oceania,874.4,798.1895507353192,-8.71574213914464
295,Company_295,Finance,Europe,3361.5,2791.313209214977,-16.962272520750343
296,Company_296,Utilities,Latin America,593.9,588.1158002269467,-0.9739349676802953
297,Company_297,Retail,Africa,797.5,623.7814136602001,-21.782894838846385
298,Company_298,Utilities,Middle East,1753.1,1896.1848554075896,8.161819371832165
299,Company_299,Consumer Goods,North America,3325.9,4062.1646451178876,22.137305544901757
300,Company_300,Manufacturing,Europe,1179.3,1161.6315567488036,-1.4982144705500147
301,Company_301,Finance,Middle East,1764.3,1704.5226176254619,-3.388164279007997
302,Company_302,Energy,Latin America,2102.7,1967.2498420814254,-6.441725301687089
303,Company_303,Energy,Oceania,668.7,632.0023899025755,-5.487903409215575
304,Company_304,Technology,Asia,19897.3,15879.70127386623,-20.191677896668235
305,Company_305,Manufacturing,Latin America,9443.5,8533.561432933408,-9.635607212014532
306,Company_306,Healthcare,Latin America,1332.8,1268.359107142057,-4.83500096473162
307,Company_307,Finance,Middle East,10552.8,9423.176473264102,-10.70449100462339
308,Company_308,Finance,Asia,2711.8,2502.4769204382046,-7.718971884423466
309,Company_309,Transportation,North America,4719.9,4107.255810932738,-12.980024768898947
310,Company_310,Energy,Africa,2858.9,2506.119811643568,-12.339717666110465
311,Company_311,Consumer Goods,Middle East,6459.0,6956.516637842777,7.702688308449862
312,Company_312,Consumer Goods,Europe,390.5,481.0977704945817,23.20045339169826
313,Company_313,Utilities,Europe,649.9,690.1381743749571,6.19144089474644
314,Company_314,Consumer Goods,Latin America,765.6,773.0249122738514,0.9698161277235394
315,Company_315,Utilities,Asia,685.6,591.2106502013294,-13.767408080319523
316,Company_316,Healthcare,Africa,27189.4,24090.904833187822,-11.395967424114469
317,Company_317,Technology,Middle East,3696.6,4015.5920113965203,8.629335372951372
318,Company_318,Transportation,Europe,637.8,704.2443104376434,10.417734468115942
319,Company_319,Finance,Africa,12540.3,13633.934714281804,8.720961334910687
320,Company_320,Technology,Middle East,10151.2,8096.707286889357,-20.238914740234094
321,Company_321,Energy,Africa,4923.2,3891.037500902834,-20.965276630995408
322,Company_322,Consumer Goods,Middle East,2321.6,2201.110085642382,-5.18995151437018
323,Company_323,Healthcare,Europe,3721.2,3594.13032301752,-3.4147499995291817
324,Company_324,Energy,Middle East,3693.2,3977.3770505136745,7.6946022558668545
325,Company_325,Finance,Europe,2420.6,2126.7546536207583,-12.139359926433183
326,Company_326,Finance,Asia,5512.2,4827.945311155219,-12.41345903350351
327,Company_327,Retail,Latin America,669.4,780.8378537689068,16.647423628459347
328,Company_328,Retail,Asia,2343.4,2495.1465715300546,6.475487391399443
329,Company_329,Finance,Oceania,26371.5,25499.34605489274,-3.3071836835495154
330,Company_330,Transportation,Asia,1523.1,1238.723994508221,-18.670868983768557
331,Company_331,Consumer Goods,Africa,417.1,307.17248501685117,-26.35519419399397
332,Company_332,Utilities,Africa,1357.3,993.0968070637191,-26.83291777324695
333,Company_333,Technology,Africa,22843.0,29074.53140381641,27.279829286067553
334,Company_334,Technology,Africa,17950.9,14224.298326382359,-20.759971219368623
335,Company_335,Utilities,Latin America,352.5,238.1124046476807,-32.45038166023242
336,Company_336,Retail,North America,2451.7,2875.859776038991,17.300639394664575
337,Company_337,Finance,Africa,6490.4,5279.964835492539,-18.649623513303652
338,Company_338,Energy,Africa,7936.2,8434.598843152822,6.280069090406269
339,Company_339,Finance,Europe,3562.5,3017.430549228824,-15.300195109366344
340,Company_340,Consumer Goods,Oceania,787.9,818.1441983626619,3.838583368785621
341,Company_341,Finance,Middle East,26361.2,24555.810767426883,-6.848661034297064
342,Company_342,Energy,Africa,5279.7,7363.732086713853,39.472547430987625
343,Company_343,Finance,Asia,13978.9,14656.266053707372,4.845632014732003
344,Company_344,Technology,Africa,7000.5,6537.342212008536,-6.616067252217183
345,Company_345,Consumer Goods,Oceania,703.4,733.7194172197751,4.310409044608348
346,Company_346,Transportation,Asia,1015.1,1107.4034336416244,9.093038483068106
347,Company_347,Technology,Asia,91780.1,75900.24227338035,-17.302070630365023
348,Company_348,Healthcare,Latin America,6299.4,6129.92108603968,-2.690397719787915
349,Company_349,Utilities,Europe,1520.2,1970.7913813447167,29.640269789811647
350,Company_350,Utilities,Latin America,2727.1,3217.195262071542,17.971297791483337
351,Company_351,Utilities,Europe,335.2,400.88136205885166,19.594678418511837
352,Company_352,Finance,Asia,2484.9,2655.697933821548,6.873432887502425
353,Company_353,Finance,Europe,6181.2,5382.176336313185,-12.92667546248002
354,Company_354,Manufacturing,Oceania,2071.6,1826.3427936698627,-11.839023282976312
355,Company_355,Technology,North America,83356.1,80497.12743034707,-3.4298300540127653
356,Company_356,Consumer Goods,Europe,1345.2,1508.2702055293503,12.12237626593445
357,Company_357,Transportation,North America,3721.9,3404.056000428376,-8.539831794825867
358,Company_358,Utilities,Middle East,1570.5,1798.9638466492652,14.547204498520546
359,Company_359,Consumer Goods,Latin America,1422.8,1342.0028688034354,-5.678741298605888
360,Company_360,Retail,North America,857.4,872.0517257366646,1.70885534600707
361,Company_361,Energy,Europe,7391.5,7415.753972653494,0.328133297077646
