CompanyID,CompanyName,Industry,2025_Revenue,2026_Predicted_Revenue,Growth_%
426,Company_426,Transportation,2326.8,2583.4907571296435,11.031921829535985
325,Company_325,Finance,2420.6,2686.847564169446,10.999238377652066
752,Company_752,Healthcare,15349.4,17031.881872128226,10.961222406922918
384,Company_384,Healthcare,13370.6,14821.962965433655,10.854882843205651
829,Company_829,Manufacturing,3138.4,3478.852542454056,10.847965283394599
353,Company_353,Finance,6181.2,6850.87528928209,10.834066027342432
937,Company_937,Technology,10244.8,11353.614910161436,10.823197233342148
560,Company_560,Technology,7364.4,8159.5686165015095,10.797466412762885
244,Company_244,Energy,13969.7,15476.525554781061,10.786384494878632
290,Company_290,Transportation,2844.3,3150.8657115667847,10.77824813018263
344,Company_344,Technology,7000.5,7754.035301347935,10.76402116060189
655,Company_655,Finance,4569.2,5060.2078730643625,10.746035915791882
221,Company_221,Healthcare,7864.2,8708.366384069397,10.734294449141647
84,Company_84,Consumer Goods,4337.2,4802.630557686727,10.731129707800594
214,Company_214,Utilities,4660.7,5158.533056464509,10.681508281256235
176,Company_176,Healthcare,3654.2,4043.510198244375,10.65377369176222
620,Company_620,Retail,3556.8,3934.7738617617283,10.626795483629332
97,Company_97,Consumer Goods,2594.3,2869.7763707308163,10.61852410017408
873,Company_873,Consumer Goods,1557.5,1722.0553125456524,10.565349120106097
963,Company_963,Transportation,4739.7,5239.041722528321,10.53530228766211
962,Company_962,Finance,2918.7,3225.8609704172445,10.523896612095959
589,Company_589,Finance,3808.6,4208.825702661769,10.508472999573845
649,Company_649,Finance,16331.7,18036.23562679844,10.436976106580692
847,Company_847,Finance,4425.9,4887.198730881864,10.42271020316466
758,Company_758,Healthcare,36695.2,40518.64623987312,10.419472410214741
994,Company_994,Manufacturing,2372.4,2619.4196756948363,10.41222709892245
670,Company_670,Technology,25759.0,28430.134871866547,10.369714941832163
229,Company_229,Finance,2847.5,3141.818994775952,10.33604898247417
462,Company_462,Technology,51770.7,57090.73566670319,10.27615169720169
949,Company_949,Transportation,1438.0,1585.5177657281515,10.258537255087031
810,Company_810,Healthcare,4636.3,5110.560116071188,10.229280160282713
520,Company_520,Manufacturing,2636.6,2905.849689357325,10.212003692533006
677,Company_677,Utilities,4226.4,4656.9414258499255,10.18695404717788
387,Company_387,Consumer Goods,2262.7,2492.2697546475856,10.145832618004412
404,Company_404,Healthcare,3916.2,4309.411305118283,10.040633908336737
5,Company_5,Finance,3162.1,3476.006650697711,9.92715760721391
982,Company_982,Technology,6710.5,7374.765581347377,9.898898462817623
288,Company_288,Technology,54400.6,59782.64650063578,9.89335871412408
906,Company_906,Energy,7664.5,8418.574059477924,9.838529055749541
195,Company_195,Transportation,1703.0,1870.3812455000318,9.828611009984252
964,Company_964,Technology,8091.3,8883.051041097082,9.785214256016731
460,Company_460,Technology,5487.6,6022.44286475733,9.74638940078231
104,Company_104,Technology,9998.8,10972.867380950769,9.741842830647377
548,Company_548,Retail,9800.9,10753.450075245068,9.71900616519981
839,Company_839,Manufacturing,2420.5,2655.5348745392153,9.71017866305372
838,Company_838,Finance,20162.6,22113.482014937435,9.675746257612792
941,Company_941,Consumer Goods,7028.0,7703.257436964224,9.608102404158002
8,Company_8,Healthcare,7117.1,7798.576077644203,9.575193233819991
652,Company_652,Finance,6030.1,6606.816513983347,9.563962686909784
519,Company_519,Retail,2704.7,2962.1649874408167,9.5191698687772
209,Company_209,Consumer Goods,1890.3,2070.147609000279,9.514236311711311
769,Company_769,Manufacturing,2204.1,2413.629459237476,9.506349949524804
412,Company_412,Energy,36923.4,40427.490847652,9.490163006797852
175,Company_175,Finance,11141.7,12198.559325616923,9.485620018640981
85,Company_85,Manufacturing,2382.0,2607.642835439918,9.472831042817722
487,Company_487,Technology,35369.4,38715.233055936405,9.45968282169447
219,Company_219,Transportation,716.5,784.1219898077766,9.437821326975097
910,Company_910,Finance,3283.9,3593.6465692727647,9.432277757324055
515,Company_515,Finance,18660.4,20415.03919932335,9.403009578162033
357,Company_357,Transportation,3721.9,4071.6446114464834,9.396937355825877
735,Company_735,Finance,3168.8,3466.436299456895,9.392713312828038
957,Company_957,Technology,2282.9,2497.0821892193867,9.382022393420062
813,Company_813,Finance,3760.6,4113.166065154089,9.375260999683265
342,Company_342,Energy,5279.7,5772.309526173757,9.33025600268495
734,Company_734,Consumer Goods,1690.8,1847.6191553179099,9.274849498338652
600,Company_600,Technology,6755.8,7382.152455799388,9.27132916604085
205,Company_205,Energy,24003.0,26222.95758757504,9.248667198162902
558,Company_558,Finance,4629.6,5056.000891065183,9.210318193044383
656,Company_656,Finance,1873.1,2045.5599301008176,9.207192894176377
73,Company_73,Transportation,2043.7,2231.7206958295683,9.200014475195392
864,Company_864,Consumer Goods,3611.4,3942.7418899678155,9.174887577333317
978,Company_978,Transportation,4789.9,5229.339111740509,9.174285720798125
446,Company_446,Manufacturing,3027.3,3304.9315317997793,9.170928939972224
946,Company_946,Healthcare,3164.0,3454.106486134787,9.168978702110834
595,Company_595,Consumer Goods,3953.5,4315.501325889216,9.156477194617828
90,Company_90,Energy,6572.5,7174.292175713835,9.156214160727801
965,Company_965,Healthcare,2952.4,3222.3483278568274,9.143352115459534
488,Company_488,Utilities,3344.3,3649.7877340719524,9.134579256404994
416,Company_416,Healthcare,3075.0,3355.678017602766,9.127740409846048
583,Company_583,Healthcare,9455.1,10317.546335749383,9.121493540516571
484,Company_484,Manufacturing,2067.9,2256.497581772639,9.120246712734605
524,Company_524,Transportation,2616.6,2854.189883765676,9.080099509503782
993,Company_993,Healthcare,8472.9,9242.23521868679,9.079951594929605
271,Company_271,Healthcare,7882.9,8597.82524180657,9.069317659827854
373,Company_373,Energy,16525.4,18019.977981280837,9.044125898803273
9,Company_9,Technology,6764.0,7375.498406319305,9.040485013591146
673,Company_673,Healthcare,2465.1,2687.803069337801,9.034240774727234
472,Company_472,Healthcare,4953.8,5401.072918292378,9.028885265702645
266,Company_266,Technology,11051.7,12048.753429382772,9.02172000129185
545,Company_545,Manufacturing,6202.3,6757.906361190783,8.958069767518227
690,Company_690,Finance,4073.9,4438.665777149297,8.953724370978602
750,Company_750,Finance,6425.2,6996.641745057432,8.893758094027142
62,Company_62,Technology,10231.1,11139.57933959934,8.87958615983951
512,Company_512,Finance,8917.0,9708.334932344214,8.87445253273763
975,Company_975,Consumer Goods,2224.3,2421.444953598855,8.863235786488106
449,Company_449,Manufacturing,2346.0,2553.777496729245,8.856670789822884
974,Company_974,Energy,19581.8,21313.900880760157,8.84546303588106
83,Company_83,Healthcare,3696.9,4022.725845435646,8.813488204594282
179,Company_179,Finance,2534.0,2756.9382071790874,8.797877157817181
24,Company_24,Technology,16884.5,18368.78623333949,8.790821364799026
452,Company_452,Consumer Goods,3486.7,3793.1524783549125,8.789183995035787
602,Company_602,Technology,11698.9,12722.785402984166,8.751980126201317
127,Company_127,Consumer Goods,3575.1,3887.8571954796626,8.748208315282444
382,Company_382,Energy,5288.1,5750.454718493495,8.743305128373045
361,Company_361,Energy,7391.5,8034.462935136798,8.698680039732091
606,Company_606,Transportation,5758.4,6258.93459815048,8.692251287692427
896,Company_896,Manufacturing,269.6,292.96441695169835,8.66632676249938
458,Company_458,Transportation,6688.3,7265.706907829254,8.633089242845777
44,Company_44,Healthcare,11371.6,12352.329525479081,8.62437586161209
442,Company_442,Consumer Goods,2360.5,2563.261247147209,8.5897584048807
41,Company_41,Energy,6929.7,7523.6460003591155,8.571020395675365
438,Company_438,Transportation,2089.6,2267.882677105527,8.53190453223234
624,Company_624,Healthcare,2518.7,2733.302461360471,8.52036611587213
200,Company_200,Consumer Goods,5837.6,6334.687458127248,8.515270969700687
64,Company_64,Consumer Goods,2299.3,2494.1502329109017,8.47432840042193
726,Company_726,Healthcare,3204.0,3475.212692228697,8.464815612630993
378,Company_378,Technology,2554.2,2770.365886459904,8.463154273741443
30,Company_30,Transportation,1356.5,1470.4336861317918,8.399092232347348
74,Company_74,Energy,3541.1,3837.0405365791194,8.357305260487404
803,Company_803,Consumer Goods,1873.5,2029.8886883277944,8.347407970525456
17,Company_17,Utilities,4630.8,5016.851394488408,8.336602627805298
425,Company_425,Consumer Goods,4585.4,4963.7241864282605,8.250625603617152
231,Company_231,Technology,4959.3,5367.057531132977,8.222078340349977
714,Company_714,Transportation,131.4,142.20263371461536,8.22118243121412
144,Company_144,Utilities,1779.3,1925.2623440466205,8.203357727568173
578,Company_578,Transportation,1828.3,1977.9314212841462,8.184183191169184
599,Company_599,Transportation,209.8,226.9059113323961,8.153437241370872
845,Company_845,Retail,1871.7,2024.2191384632101,8.148695755901592
433,Company_433,Retail,12701.6,13735.815298155818,8.142401730142797
766,Company_766,Finance,4173.9,4513.234919869465,8.129924527886748
181,Company_181,Finance,3865.3,4179.136296695786,8.119325710702551
79,Company_79,Healthcare,10727.6,11596.32876240776,8.098071911776723
228,Company_228,Finance,3857.0,4168.773456671804,8.08331492537733
979,Company_979,Energy,21474.8,23203.975797823925,8.052115958350837
950,Company_950,Technology,10192.6,11011.618170995585,8.035419529811676
474,Company_474,Consumer Goods,3310.2,3576.1206887357803,8.033372265596656
699,Company_699,Transportation,845.0,912.8126083615459,8.025160752845672
872,Company_872,Consumer Goods,2004.3,2164.8772483006746,8.011637394635269
100,Company_100,Manufacturing,1664.3,1797.4133153155026,7.998156300877405
150,Company_150,Manufacturing,2485.5,2684.1764900900107,7.993421447998822
167,Company_167,Energy,20645.2,22294.33516747493,7.987983489987636
904,Company_904,Utilities,1982.5,2140.8422186846487,7.986997159376985
760,Company_760,Manufacturing,2198.5,2373.273915182229,7.94968911449756
799,Company_799,Consumer Goods,4349.1,4694.142804772886,7.933659947411775
561,Company_561,Healthcare,3898.4,4207.317992229508,7.92422512388435
362,Company_362,Technology,4837.3,5219.7464145824815,7.906195906445358
576,Company_576,Finance,3575.9,3858.406843609805,7.900300444917502
856,Company_856,Healthcare,3751.1,4047.0143553659623,7.888735447361104
629,Company_629,Retail,2555.2,2756.656932020041,7.884194271291532
40,Company_40,Transportation,4126.1,4450.459575111722,7.861166115986569
522,Company_522,Transportation,298.0,321.3077222958435,7.821383320752859
262,Company_262,Transportation,1780.7,1919.8138315308418,7.812311536521688
377,Company_377,Consumer Goods,5860.2,6317.619045686538,7.8055193625906645
907,Company_907,Transportation,968.5,1044.0914552224165,7.805003120538613
705,Company_705,Consumer Goods,3301.0,3558.3679265590063,7.796665451651205
54,Company_54,Healthcare,13316.3,14354.328049239475,7.795168697306878
492,Company_492,Manufacturing,2385.0,2570.9032408319667,7.794685150187284
684,Company_684,Finance,1801.3,1941.4887413537494,7.782642611100288
295,Company_295,Finance,3361.5,3622.7688000019193,7.772387327143219
865,Company_865,Consumer Goods,2209.3,2380.4247206151426,7.745653402215291
135,Company_135,Transportation,1673.3,1802.8723150917942,7.743519697113147
503,Company_503,Manufacturing,7727.0,8322.208509623548,7.7029702293716555
398,Company_398,Finance,2143.1,2307.0797980022107,7.651523400784417
108,Company_108,Healthcare,23168.0,24938.84497547986,7.643495232561552
413,Company_413,Consumer Goods,3700.7,3983.444845094708,7.640307106620589
837,Company_837,Healthcare,2234.8,2405.3692976277907,7.632418902263762
612,Company_612,Utilities,575.7,619.1684974608182,7.55054671891926
658,Company_658,Utilities,3433.2,3692.35501835783,7.548497563725684
155,Company_155,Finance,8538.9,9179.464041333309,7.501716161722347
611,Company_611,Energy,22642.5,24339.333722601397,7.494021078067339
563,Company_563,Energy,3530.9,3794.859427932569,7.475698205346196
48,Company_48,Technology,4740.9,5094.888307348476,7.466690024013925
260,Company_260,Consumer Goods,3595.0,3863.4095571963007,7.466190742595291
477,Company_477,Manufacturing,1697.0,1823.6530647007392,7.463350895741848
469,Company_469,Retail,1981.9,2129.4457379053997,7.444661078026117
341,Company_341,Finance,26361.2,28311.214547790834,7.397290517088879
192,Company_192,Consumer Goods,744.9,799.9351609680223,7.388261641565618
521,Company_521,Technology,9643.8,10354.452570671045,7.36900983710825
579,Company_579,Retail,1491.3,1600.413387244228,7.316662458541412
696,Company_696,Healthcare,3939.9,4227.327786253193,7.295306638574408
977,Company_977,Energy,6501.8,6974.184908286177,7.265448157220725
12,Company_12,Finance,3577.8,3837.3819998545123,7.255352447160604
500,Company_500,Utilities,2495.0,2675.478478537117,7.23360635419307
368,Company_368,Finance,5197.5,5572.975970907149,7.224164904418444
952,Company_952,Energy,6877.7,7373.665814321028,7.2112161670475325
887,Company_887,Utilities,4003.6,4290.819441219841,7.174029404032395
899,Company_899,Manufacturing,3580.3,3837.070695056527,7.171764797824948
671,Company_671,Technology,19454.9,20845.95695747677,7.150162465377713
301,Company_301,Finance,1764.3,1889.4538331863089,7.093682094105818
875,Company_875,Healthcare,5944.8,6364.725693375912,7.0637480382167865
69,Company_69,Energy,10995.3,11769.968864561317,7.045454553866813
572,Company_572,Retail,2697.3,2886.537619288519,7.015816530920513
567,Company_567,Healthcare,1799.4,1925.5543121267003,7.010909865883084
391,Company_391,Retail,937.4,1002.6963719824247,6.965689351656147
99,Company_99,Healthcare,10538.8,11272.798275092267,6.964723451363231
543,Company_543,Energy,93522.7,100035.88694928307,6.964284552609231
236,Company_236,Retail,2071.9,2216.177086512122,6.963515927994688
381,Company_381,Utilities,3331.7,3563.4309509254394,6.955336642718121
435,Company_435,Retail,3007.8,3216.815363266837,6.949111086735709
895,Company_895,Finance,8786.7,9396.815095823105,6.943620424312933
115,Company_115,Consumer Goods,337.0,360.38012610093847,6.937722878616756
246,Company_246,Consumer Goods,3709.3,3966.4848810521344,6.933515246869602
815,Company_815,Technology,23043.7,24640.920181086956,6.931266164231245
710,Company_710,Manufacturing,3731.9,3990.19129177954,6.921173980533769
998,Company_998,Healthcare,2042.3,2183.382725647354,6.908031417879558
311,Company_311,Consumer Goods,6459.0,6903.699664690561,6.884961521761277
539,Company_539,Healthcare,5483.8,5860.31302695423,6.865914638648923
804,Company_804,Energy,8288.1,8854.446759484428,6.833252005700073
273,Company_273,Transportation,409.5,437.466056405105,6.829317803444446
37,Company_37,Energy,4183.6,4468.175336352462,6.802164077647524
470,Company_470,Technology,13820.7,14760.255525596593,6.7981761097237605
224,Company_224,Manufacturing,2588.3,2763.893387183035,6.784120356335617
893,Company_893,Finance,9447.8,10088.207590438156,6.778377933891035
310,Company_310,Energy,2858.9,3052.6133084694684,6.7757986802430406
189,Company_189,Healthcare,2345.5,2504.4129056556844,6.775225139871431
643,Company_643,Manufacturing,16492.3,17605.40848430217,6.749261681525141
934,Company_934,Consumer Goods,2156.1,2300.9900323442866,6.720005210532292
142,Company_142,Finance,2921.6,3117.4381358098008,6.7031125345632825
930,Company_930,Transportation,495.2,528.3508415591026,6.694434886733163
431,Company_431,Consumer Goods,1189.8,1269.4373870535678,6.693342330943677
513,Company_513,Healthcare,2058.8,2196.4371483687187,6.685309324301461
846,Company_846,Energy,1608.2,1714.8080655624287,6.629030317275755
779,Company_779,Retail,2834.1,3020.2553234489674,6.568410551814244
590,Company_590,Manufacturing,2649.3,2823.215099070666,6.564567964015616
226,Company_226,Healthcare,2743.9,2923.4287296736215,6.542830630621431
662,Company_662,Finance,21719.8,23139.77669287018,6.5377061154807095
678,Company_678,Retail,4851.3,5166.9750869791815,6.507020530150295
894,Company_894,Healthcare,15518.0,16526.58553762172,6.499455713505083
586,Company_586,Transportation,988.1,1052.3137514054665,6.498709787012093
379,Company_379,Manufacturing,3822.5,4070.035458643087,6.47574777352746
935,Company_935,Consumer Goods,1832.8,1951.3713217689153,6.469408651730432
486,Company_486,Healthcare,1983.6,2111.7108092554663,6.458500164119096
912,Company_912,Finance,1765.3,1879.0616976597705,6.444326610761375
689,Company_689,Finance,1822.3,1939.4508938322135,6.428738069045359
454,Company_454,Manufacturing,2136.6,2273.4475687132212,6.404922246242692
995,Company_995,Healthcare,2805.6,2984.580388828817,6.379397947990341
392,Company_392,Consumer Goods,2418.7,2572.8800467857827,6.374500631983418
122,Company_122,Energy,9315.1,9908.432140440871,6.369573492940179
434,Company_434,Transportation,1054.4,1121.4182894385185,6.356059317006678
672,Company_672,Finance,14134.9,15027.435786031854,6.314411747036446
499,Company_499,Transportation,1267.1,1347.038229353688,6.30875458556452
775,Company_775,Manufacturing,514.8,547.0855846326799,6.271481086379168
763,Company_763,Technology,2831.6,3009.099761807395,6.26853234239989
350,Company_350,Utilities,2727.1,2896.496818058335,6.211610064109683
471,Company_471,Utilities,2247.5,2386.8964563292725,6.202289491847497
936,Company_936,Energy,3197.2,3395.197926281302,6.192853943491248
160,Company_160,Utilities,1715.1,1821.3028933529074,6.19222747087094
622,Company_622,Transportation,1726.2,1832.2773411599035,6.1451362043739675
999,Company_999,Finance,5700.3,6048.29723438547,6.104893328166407
